input_text_bio,bio_tags
Which interchange connects saladaeng to nautionalstadium station ?,O O O B-Sala_Daeng O B-National_Stadium I-National_Stadium O
Do I need to change lines from Skytrain naionalstadium to BTS saphan taksin ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many stations are between siaj and sual adaeng ?,O O O O O B-Siam O B-Sala_Daeng I-Sala_Daeng O
Is there a transfer between saradaeng station and Skytrain national sport stadium ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Which line should I take from saeintlouis BTS stop to reach chong non si BTS ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many minutes between ratchdamri BTS and saint luis BTS stop by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Can I ride BTS from BTS saphantakin to national tadium BTS stop directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O
Which line should I take from saint rouis BTS stop to reach Skytrain SIAM ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Siam I-Siam O
Is there a direct BTS line connecting BTS sayam and sala daenag BTS stop ?,O O O O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How do I commute from surassak to saphantaksin station using BTS ?,O O O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin O O O
Is it possible to travel from national stadum to chongnonsi without transfer ?,O O O O O O B-National_Stadium I-National_Stadium O B-Chong_Nonsi O O O
How many minutes between saphan takshin BTS stop and sulasak BTS stop by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak I-Surasak O O O
Does rachadamri BTS stop connect to Skytrain chongnonsee ?,O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Chong_Nonsi I-Chong_Nonsi O
Is it possible to travel from Skytrain sufasak to national sport stadium without transfer ?,O O O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Does BTS ratchadamli connect to sara daeng BTS ?,O B-Ratchadamri I-Ratchadamri O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I go from taksin bridge station to ratshadamri station without switching ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O O O
Can I ride BTS from BTS saphat aksin to surausak BTS directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O O
Which line should I take from Skytrain ratchadamree to reach BTS stadium bts ?,O O O O O O B-Ratchadamri I-Ratchadamri O O B-National_Stadium I-National_Stadium I-National_Stadium O
Do I need to change lines from ratchadmri BTS stop to saphan takesin BTS ?,O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many stations are between saphan takshin BTS stop and Skytrain siam ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
Can I ride BTS from BTS chonnonsi to saintlouis BTS directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis O O
How many stops between suriasak station and ratchadamree BTS ?,O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
How many stations are between saphan taksine station and saint lpuis station ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which station do I change at when going from radchadamri BTS to chongnonsee station ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi O
Is it possible to travel from surasaak BTS to Skytrain st louie without transfer ?,O O O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Does saint luis connect to Skytrain sala daenf ?,O B-Saint_Louis I-Saint_Louis O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
What is the fastest way to get from BTS chong nonsie to sulasak by Skytrain ?,O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Surasak O O O
Can I go from ratchadamri station to nat stadium BTS without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Which interchange connects suam BTS to BTS taksin bridge ?,O O O B-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
What is the fastest way to get from CHONG NONSI to BTS surqsak by Skytrain ?,O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O O O
Which line should I take from BTS siam to reach Skytrain saphan taksn ?,O O O O O O B-Siam I-Siam O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How do I commute from saladaejg BTS stop to BTS chogn onsi using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
How do I commute from BTS ratjadamri to ntionalstadium using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium O O O
Can I go from surawak station to Skytrain st louis without switching ?,O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Can I ride BTS from taksin bridge BTS to BTS saint lpuis directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Does BTS nationalstadiium connect to Skytrain rajadamri ?,O B-National_Stadium I-National_Stadium O O B-Ratchadamri I-Ratchadamri O
How many stops between Skytrain surasoak and national stadiam BTS ?,O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stops between rachadamri and surasack BTS stop ?,O O O O B-Ratchadamri O B-Surasak I-Surasak I-Surasak O
What is the BTS route from ratjadamri to SALA DAENG BTS ?,O O O O O O B-Ratchadamri O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from ratchdamri BTS to Skytrain suracak directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak O O
Is there a transfer between Skytrain SAINT LOUIS and sulasak station ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
Which interchange connects surasek to saphan taksine station ?,O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I ride BTS from saint luis to chong non si station directly ?,O O O O O B-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O
Do I need to change lines from surasoak BTS stop to sala daeng BTS stop ?,O O O O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is there a transfer between sala dasng BTS and rajadamri BTS stop ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
What is the fastest way to get from rathadamri to BTS the national stadium by Skytrain ?,O O O O O O O O B-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Is it possible to travel from SIAM BTS stop to surasuak BTS stop without transfer ?,O O O O O O B-Siam I-Siam I-Siam O B-Surasak I-Surasak I-Surasak O O O
How many minutes between BTS saphan taxin and BTS st. lewis by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Which station do I change at when going from BTS SALA DAENG to BTS ratchdamri ?,O O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O
What is the BTS route from eaphantaksin station to Skytrain nat stadium ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stops between Skytrain naionalstadium and saphan taxin ?,O O O O B-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin O
How many minutes between suasak and st. lewis BTS stop by BTS ?,O O O O B-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Is it possible to travel from surassak to the national stadium BTS without transfer ?,O O O O O O B-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Does nationalstadium station connect to sioam ?,O B-National_Stadium I-National_Stadium O O B-Siam O
How many minutes between mationalstadium BTS and chong nonsii by BTS ?,O O O O B-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi O O O
Is there a transfer between salah daeng and national sport stadium BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
What is the fastest way to get from sala doaeng station to rachadamri BTS by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
How do I commute from Skytrain siaim to Skytrain saintlouia using BTS ?,O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis O O O
What is the fastest way to get from the national stadium BTS to chong nonsy BTS stop by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Do I need to change lines from aiam BTS to santlouis station ?,O O O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis O
Is it possible to travel from Skytrain rathadamri to BTS sjam without transfer ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Siam I-Siam O O O
Can I go from nstional stadium station to sphant aksin station without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
How many minutes between natinals tadium BTS stop and chong non si station by BTS ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which station do I change at when going from siam BTS stop to chongnonsi BTS ?,O O O O O O O O O B-Siam I-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi O
Is there a transfer between BTS saphan takin and Skytrain SIAM ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O
Is it possible to travel from syam to Skytrain chong nosi without transfer ?,O O O O O O B-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Can I go from Skytrain chong nonsy to sala daeeng without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O O O
Can I ride BTS from saphan taksine to saadaeng directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng O O
Which line should I take from saphan takzin station to reach BTS ntl stadium ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the fastest way to get from sala dange BTS stop to BTS SURASAK by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Surasak I-Surasak O O O
Which line should I take from Skytrain surasak to reach salah daeng BTS stop ?,O O O O O O B-Surasak I-Surasak O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is it possible to travel from saint lous BTS to radchadamri BTS stop without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
How do I commute from national stadium BTS stop to roatchadamri BTS stop using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
Can I ride BTS from national studiam BTS stop to chong nonsie directly ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi O O
Can I ride BTS from sapan taksin BTS to BTS suam directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam O O
Do I need to change lines from natiuona lstadium to SIAM ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Siam O
How many minutes between siam and saintlouis BTS by BTS ?,O O O O B-Siam O B-Saint_Louis I-Saint_Louis O O O
How many minutes between saint rouis and Skytrain siyam by BTS ?,O O O O B-Saint_Louis I-Saint_Louis O B-Siam I-Siam O O O
Which line should I take from natinalstadium BTS stop to reach st luis ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Saint_Louis I-Saint_Louis O
How many stations are between sala dseng and saphan taksin BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I go from national sadium BTS stop to st luis station without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many stations are between SAPHAN TAKSIN station and chong nonsii ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi O
How many minutes between SIAM and Skytrain surasak by BTS ?,O O O O B-Siam O B-Surasak I-Surasak O O O
Do I need to change lines from BTS siam to salah daeng station ?,O O O O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which interchange connects naionalstadium BTS stop to BTS saphan taxin ?,O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many minutes between BTS siaam and Skytrain stadium national by BTS ?,O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Is it possible to travel from sapan taksin BTS to BTS jational stadium without transfer ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Which line should I take from siam BTS stop to reach saint rouis station ?,O O O O O O B-Siam I-Siam I-Siam O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
What is the BTS route from BTS st luis to BTS ratchdamri ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
Which interchange connects BTS sala deng to wurasak ?,O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Surasak O
How many minutes between Skytrain saint louiz and safantaksin station by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin O O O
Is it possible to travel from Skytrain SALA DAENG to chong nonsie without transfer ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi O O O
How many minutes between BTS siam and national tadium station by BTS ?,O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How many stops between sala aeng BTS and RATCHADAMRI ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri O
Is there a direct BTS line connecting national sport stadium and SURASAK station ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak O
Is there a direct BTS line connecting st luis BTS and suiam BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O
Can I ride BTS from ratcadamri station to BTS ntionalstadium directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium O O
Can I go from the national stadium BTS to radchadamri BTS without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O O
Can I ride BTS from sayam BTS to BTS suraasak directly ?,O O O O O B-Siam I-Siam O B-Surasak I-Surasak O O
How many stations are between chongnonsee BTS and BTS national stadiam ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the fastest way to get from st. louis to BTS ratchadamli by Skytrain ?,O O O O O O O O B-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O O O
Which station do I change at when going from Skytrain surasak to chongnonsee ?,O O O O O O O O O B-Surasak I-Surasak O B-Chong_Nonsi O
How many stops between Skytrain siyam and the national stadium station ?,O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How do I commute from chongnonsee BTS to st louie BTS stop using BTS ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many minutes between BTS siam and surasek station by BTS ?,O O O O B-Siam I-Siam O B-Surasak I-Surasak O O O
Is there a direct BTS line connecting st luis station and BTS siaam ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O
Which interchange connects chong monsi to saint luis BTS ?,O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which station do I change at when going from BTS siam to ratchadamree station ?,O O O O O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
What is the fastest way to get from suam station to saphan takzin by Skytrain ?,O O O O O O O O B-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin O O O
How do I commute from Skytrain ratcadamri to Skytrain national studiam using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O O O
What is the fastest way to get from nationlstadium BTS to safant aksin station by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which line should I take from siyam to reach national stadium BTS stop ?,O O O O O O B-Siam O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between Skytrain suurasak and sala daeg station ?,O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How many stops between saphan takzin and Skytrain SALA DAENG ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is there a direct BTS line connecting chonnonsi BTS and Skytrain saint louis ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which interchange connects sala deng BTS stop to Skytrain nationalstadium ?,O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O
